office_name,places_found,places_count
Kreissozialhilfsausschuss Waidensiedel-Salzgitter,salzgitter,1
Cuxhaven,cuxhaven,1
Regierung Präsident (MfH) Hagen,hagen,1
Emden,emden,1
Regierungspräsidium Fürth (Welf.),fürth,1
Regierung Bamberg (M-81),bamberg,1
Kreissozialamt Spree,spree,1
Kreissozialhilfsschulung Lingen,lingen,1
Kreissozialhilfsschul des Landkreises Burgdorf/Hann.,burgdorf,1
Kreissonderhilfsausschuss Hameln-P.,hameln,1
Kreissonderhilfsausschuss Landkreis Müden,müden,1
Stadt Dessau,dessau,1
Kreissozialhilfsausschuss Duderstadt,duderstadt,1
Kreisverwaltung Düren,düren,1
KSHA Dänneberg/Elbe,elbe,1
Regierung Brünn (Böhmen),brünn,1
Kreissozialamt Einbeck,einbeck,1
Amt für Wiedergutmachung des Landes Preußen in Lübeck,lübeck,1
Regierungsamt Rendsburg (Westf.),rendsburg,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögensnachlässe, Nürnberg a. d. Weinstr.",nürnberg,1
Kreissonderhilfesausschuss Hameln - Pyrmont,hameln,1
Kreissonderhilfsausschuss Vechta,vechta,1
Kreissozialamt Winsen/L.,winsen,1
Bayerisches Landesentschädigungsamt-Rüsselsheim,rüsselsheim,1
Kreisonderrhilfsausschuss Bersenbrück,bersenbrück,1
Kreisonderschutzbehörde Nordhorn,nordhorn,1
Rosenthal,rosenthal,1
Nienburg/Weser,nienburg,1
KSHA Dannenberg(Elbe),"dannenberg, elbe",2
Gollin/Ponnow,gollin,1
Regional Ansbach (West),ansbach,1
Regierungsbezirksamt für Wiedergutmachung Völklingen,völklingen,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.d. Donau",nürnberg,1
Amt für Wiedergutmachung der Kreisverwaltung Lemgo,lemgo,1
Ausgl.Amt Offenbach,offenbach,1
Der Oberkreisdirektor -Amt für Wiedergutmachung- in Paderborn,paderborn,1
Amt für Wiedergutmachung Dinslaken,dinslaken,1
Schöffengericht Eschwege,eschwege,1
Kreissozialhilfeausschuss Bersenbrück,bersenbrück,1
Kreissonderhilfsausschub Northeim,northeim,1
Kreisverwaltung -Amt f. Wiedergutmachung- Höxter/Weser,höxter,1
Regierung Bamberg (Mf.),bamberg,1
Regierung Ansbach (Drf.),ansbach,1
Regierungsamt Arnsherg (Meißen),meißen,1
Regierungsbezirk Königsberg,königsberg,1
Kreissonderhilfsausschuss Nordhausen,nordhausen,1
KSH Nordheim,nordheim,1
KSHA Nürnberg,nürnberg,1
Kreisaußerhelfsausschuss Fallingbostel,fallingbostel,1
Kreisverwaltung Watenstedt-Salzgitter,salzgitter,1
Kreissonderhilfesausschuss des Landkreises Burgdorf/Hann.,burgdorf,1
Kreissozialamt Harburg Land,harburg,1
Regierung Arnsherg (Wehr.),wehr,1
Waisenstädter-Salzgitter,salzgitter,1
Kreissozialhilfeausschuss Winsen/Luhe,winsen,1
Stadt Schleswig,schleswig,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.d. Weinstr.",nürnberg,1
Kreissonderhilfsschübe Nordhausen,nordhausen,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neudorf a. d. Weinstr.,neudorf,1
KSH Hamm,hamm,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Weinstrasse,nürnberg,1
"Regierungsbezirksamt für Wiedergutmachung und kontrollierte Vermögen, Altenkirchen, Westerw.",altenkirchen,1
KSHA Hammover-Sand,sand,1
"United Restitution Office, Frankfurt/M, Grünburgweg 119",frankfurt,1
Kreissoenderhilfsausschuss des Landkreises Gera-Schweinfurt,"gera, schweinfurt",2
Kreissozialhilfsausschuss Nienburg,nienburg,1
Kreissonderhilfsausschuss Stadt Hameln,hameln,1
Bay. Präs. Würzburg,würzburg,1
Kreissozialamt Landkreis Grafschaft Gotha,"gotha, grafschaft",2
Kreissonderhilfsausschuss Landkreis Grafschaft Hoya,"grafschaft, hoya",2
"Entschädigungsbehörde für Wiedergutmachung und verwaltete Vermögen, Nürnberg",nürnberg,1
Kreissozialhilfeauschuss Bremervörde,bremervörde,1
KSHA Harburg,harburg,1
Magdeborn/Leipzig(sowj.Z.),leipzig,1
Winsen-L.,winsen,1
Karlshorst,karlshorst,1
Kreisaußerhelfsausschuss Bremervörde,bremervörde,1
Kreissozialhilfesausschuss Landkreis Osterholz,osterholz,1
Der Regierungspräsident Fulda,fulda,1
Kreisverwaltung -Amt für Wiedergutmachung- Höxter /Weser,höxter,1
Regional Office Nürnberg,nürnberg,1
KSHA Hamm-80,hamm,1
Der Oberkreisdirektor - Amt für Wiedergutmachung in Herford,herford,1
"Wuppertal-Barmen, Wuppertal-Elberfeld, Tannenbergstr. 12",wuppertal,1
Regierung Dresden (Welf.),dresden,1
Kreissozialamt Lingen,lingen,1
Görlitz,görlitz,1
Wilhelmshaven,wilhelmshaven,1
Kreissozialhilfsausschub Winsen/L.,winsen,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Meißner,meißner,1
Kreissonderhilfsausschuss Blankenburg (Brit. Zone),blankenburg,1
"United Restitution Office, Frankfurt/M",frankfurt,1
Kreis Linz,linz,1
Sannenbergestr. 12 Wuppertal-Barmen,wuppertal,1
Kreissonderhilfsschüf Einbeck,einbeck,1
Amt für Wiedergutmachung - Kreisverwaltung Paderborn,paderborn,1
Regierungsbezirk Würzburg für Wiedergutmachung und verwaltete Vermögen M inz,würzburg,1
Regierung Ansbach (10 Off.),ansbach,1
Bremke umsteigend,bremke,1
Regierungsamt Arnaberg (Meißen),meißen,1
Kreisverwaltung -Amt für Wiedergutmachung - Höxter/Weser,höxter,1
Regierungsbezirk Neuss für Wiedergutmachung und verwaltete Vermögen Neuss a.d. Weinstr.,neuss,1
Hauptzuständige Stelle für Wiedergutmachung,stelle,1
Bezirksamt von Hohenlohe 89369,hohenlohe,1
Schwerin,schwerin,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.d. Weinstraße",nürnberg,1
Regierung Armeekorps (Wehr.),wehr,1
Kreis Heilbronn,heilbronn,1
Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen Neuss a. d. Weinstrasse,neuss,1
"Landesbezirksstelle für die Wiedergutmachung, Schweinfurt",schweinfurt,1
Regierungsbezirk Ansbach,ansbach,1
An der Altenburg,altenburg,1
Hauptzuständige Stelle für Wiedergutmachung und verwaltete Vermögen Koblens,stelle,1
Braubach,braubach,1
Flörsheim,flörsheim,1
"Rhein. Landesverwaltungsamt, Abt. IV, Heidelberg",heidelberg,1
Regierung Ansbach (m.Off.),ansbach,1
Regierung Frankfurt (Oelzt.),frankfurt,1
Tröbitz,tröbitz,1
Regierungsbezirksamt für Wiedergutmachung und Verfolgtenhilfe Meiningen,meiningen,1
KSHA in Freising,freising,1
Regionalverwaltungsamt für Wiedergutmachung und verwaltete Vermögenswiederbeschaffung Neusäß c. d. Weinstrasse,neusäß,1
Braunlage,braunlage,1
Bezirksamt von Homburg 61252,homburg,1
Doppelmeldung Bund. Fin. Min. Bonn,bonn,1
Landesbezirksstelle Würzburg,würzburg,1
Regierung Frankfurt (Weff.),frankfurt,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstrasse",nürnberg,1
Nordhausen-Westfalen,nordhausen,1
Reg.-Präsident / Bistumsexekutive Merseburg,merseburg,1
"Regierungsbezirksamt für Wiedergutmachung und verwalteter Vermögen, Neuried a.d. Weinstr.",neuried,1
Emmendingen,emmendingen,1
LV4 Dortmund,dortmund,1
Bundes Finanz Min. Bonn,bonn,1
"Amt für Wiedergutmachung, Essen",essen,1
"United Restitution Office, Frankfurt/M. Gruneburgweg 119",frankfurt,1
Regierung Ansbach (Württemberg),ansbach,1
"United Restitution Office, Frankfurt/Main, Grunenburgweg 119",frankfurt,1
Anmerkung Amtsberg (Wff),amtsberg,1
Bundesamt Magdeburg,magdeburg,1
Regierung Ansbach (Weißf.),ansbach,1
Regierungsbezirk Arnabera (Wehr.),wehr,1
Erlangen,erlangen,1
Regierung Amberg (Welf.),amberg,1
Regierungspräsidium Fürth (Würt.),fürth,1
Regierung Ansbach (Oberf.),ansbach,1
Regierung Frankfurt (M.),frankfurt,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Meiningen,meiningen,1
"United Restit. Office, Frankfurt",frankfurt,1
Aeglerung Amberg (Welf.),amberg,1
Amt für Wiedergutmachung Bonn Stadt,bonn,1
Regierung Hirschberg,hirschberg,1
"Wiedergutmachung für Verwaltete Vermögen, Nürnberg a.d. Weinstr.",nürnberg,1
Kreissozialhilfsausschuss der Stadt Watenstedt-Salzgitter,salzgitter,1
KSHA Zell,zell,1
Kreissonderhilfsausschuss Landkreis Grafschaft Lippe Syke,"grafschaft, syke",2
Kreis-Sonderhilfsausschuß Papenburg/Ems,papenburg,1
Regierungsbezirk Meiningen,meiningen,1
Regierung Fürstenberg (Westf.),fürstenberg,1
Kreissozialamt d. Landkreises Plauen (Brit. Zone),plauen,1
Kreislandesamt Burgdorf/Hann.,burgdorf,1
KSHA Bonn,bonn,1
Kreissozialamt d. Landkreises Blankenburg (Brit. Zone),blankenburg,1
Regierungspräsidium Pfullingen (Württ.),pfullingen,1
Kreisondesonderhilfsausschuss Stadt Hameln,hameln,1
Kreisonderhilfsausschuss Northeim,northeim,1
NORDEN,norden,1
Kreissonderhilfsausschuss Dippoldiswalde,dippoldiswalde,1
"United Restitution Office, Frankfurt/M., Gräfstrasse 119",frankfurt,1
Kreissozialamt Landkreis Uelzen,uelzen,1
Kreissonderhilfsausschuss d. Landkreises Blankenburg (Brit. Zone),blankenburg,1
Kreisverwaltung Höxter - Amt für Wiedergutmachung - Höxter/Weser,höxter,1
Regierung Ansbach (Weiß.),ansbach,1
Regierung Ansbach (Wehrm.),ansbach,1
Regionalverwaltungsbezirk für Wiedergutmachung und Volksentschädigung Nürnberg,nürnberg,1
Neuer Landgerichtsvollzugsamt für Wiedergutmachung und verwaltete Vermögen Neuss a. d. W.,neuss,1
Regierungsamt Ansbach (Meßst.),ansbach,1
Stadt Hamm (Westf.),hamm,1
Regierung Dresden (Württ.),dresden,1
Regierung Ansbach (Meßf.),ansbach,1
KSHA Augsburg,augsburg,1
Regierung Paderborn (Westf.),paderborn,1
"Regierungspräsidion, Amberg",amberg,1
Vergang übernommen von Nürnberg 484779 am 77.5.67,nürnberg,1
Regierungspräsidium (Weimar),weimar,1
Heilbronn Arnobeva (Welt.),"heilbronn, welt",2
Amt für Wiedergutmachung Regierung Ansbach (Würt.),ansbach,1
Regierung Penzberg (Weltf.),penzberg,1
Regierung Freiberg (Staatsarchiv),freiberg,1
Kreissozialhilfeauschuss Landkreis Osterholz,osterholz,1
Der Oberkreisdirektor - Amt für Wiedergutmachung - in Herford,herford,1
Acyierung Frankfurt (Westf.),frankfurt,1
LG Bochum,bochum,1
Regierung Prenzlau (W.R.),prenzlau,1
LG Würzburg,würzburg,1
Kroio Linden,linden,1
"United Restitution Office, Frankfurt/M, Grünwaldweg 119",frankfurt,1
Chemnitz,chemnitz,1
Regierungsbezirks-Amt für Wiedergutmachung und kontrollierte Vermögen Pirmasens,pirmasens,1
Kreissonderhilfsschübe Lingen,lingen,1
Kreissozialamt Nienburg - Weser,nienburg,1
Regierung Pommern (Meß.),pommern,1
OED Frankfurt,"frankfurt, oed",2
Kreissozialhilfeausschuss des Landkreises Burgdorf/Hann.,burgdorf,1
abgegeben an Stadt Duisburg,duisburg,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstr.",nürnberg,1
Regierungsamt Königsberg (Dr.),königsberg,1
Finanzamt Fürstenfeldbruck,fürstenfeldbruck,1
Der Oberkreisdirektor -Amt für Wiedergutmachung- Lübeck,lübeck,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.d. Wernstr.",nürnberg,1
Northeim - Wesel,"northeim, wesel",2
Der Oberkreisdirektor AFW in Herford,herford,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögenswerte,nürnberg,1
Regierung Fürth (Welf.),fürth,1
Hauptzuständige Stelle für Wiedergutmachung und Verwaltung der Kostenerstattung,stelle,1
Stadt Duisburg,duisburg,1
Vers.Amt Radolfzell,radolfzell,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögenswerte Nürnberg,nürnberg,1
Regierung Herne (Welf.),herne,1
Bayrisches Reich,reich,1
Kreissozialamt Blankenburg (Brit. Zone) Braunslage,blankenburg,1
Kreisonderhilfsausschuss des Landkreises Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Aesiermann Amon (Wehr.),wehr,1
Regierung Ansbach (MII.),ansbach,1
Kreissozialhilfsausschuss des Landkreises Griesbach-Schmiedeberg,schmiedeberg,1
Korbetha/Merseburg (Sa.),"korbetha, merseburg",2
Regierung Freiberg,freiberg,1
Regierung Rüsselsheim (Wf.),rüsselsheim,1
Kreisssonderhilfsausschuss Gifhorn,gifhorn,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögensnachlässe, Nürnberg a.d. Weinstr.",nürnberg,1
Regierungsbezirk Neubrandenburg,neubrandenburg,1
Entschädigungsbehörde für Wiedergutmachung und verwaltete Vermögen Neusidler a. d. Weinsberg,weinsberg,1
Regierung Pommern (M.VI.A.),pommern,1
"Amt für Wiedergutmachung, Höxter",höxter,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Wiesstr.,nürnberg,1
Kreissonderhilfsausschuss Lingen,lingen,1
Wuttenstäd-Salzgitter,salzgitter,1
Kreissozialhilfsausschuf Northeim,northeim,1
KSH Alfeld,alfeld,1
Landkreis Lemgo,lemgo,1
Regionalverwaltungsbehörde für Wiedergutmachung und verwaltete Vermögen Nürnberg,nürnberg,1
Regierungspräsidium Fürth (Württ.),fürth,1
Regierungspräsidium Fürth (Bay.),fürth,1
Reg.-Präsident / Präsident des Verw.-Bezirks Gießen,gießen,1
Kreissonderhlfasschub Emden,emden,1
"United Restitution Office Frankfurt/Main, Grüneburgweg 119",frankfurt,1
Regierungsamt Ansbach (MfS),ansbach,1
Köthen,köthen,1
Kreisondeserhlfssauschuss Duderstadt,duderstadt,1
Königsmark,königsmark,1
28/8/56 Krefeld,krefeld,1
Hamm/Westf.,hamm,1
Regierungsbezirk Homburg (Württ.),homburg,1
Landkreis Grafschaft Bentheim,grafschaft,1
Kreissozialamt Landkreis Grafschaft Bentheim,grafschaft,1
Kreissozialhilfsausschuss Hameln-Pyrmont,hameln,1
Regierung Bamberg (M 187.),bamberg,1
Regierung Remshalden,remshalden,1
Regierungsbezirk Rheinsberg,rheinsberg,1
Landsmannschaft der im Deutschen Reich verfolgten Juden,reich,1
Bayer. Zent. Stelle,stelle,1
Kreissonderhilfsschüle Nordheim,nordheim,1
Regierungsamt Ansbach (Meß.),ansbach,1
Kreissozialamt - Heilbronn,heilbronn,1
"Der Regierungspräfident, Düren",düren,1
Kreisssonderhilfsausschuss Hameln-Pyrmont,hameln,1
KSHA Osterholz,osterholz,1
Kreissozialhilfsausschuss Landkreis Alfeld,alfeld,1
Kreissonderhilfsschüfe Nordheim,nordheim,1
Aumühle h 1. Ostfriesland,aumühle,1
"Altenkirchen, Westerwald",altenkirchen,1
"Der Regierungspräsidialt, Düren",düren,1
"United Restitution office, Frankfurt/M., Grünburgweg 119",frankfurt,1
Landkreis Höxter - Amt f. Wiedergutmachung - Höxter/Weser,höxter,1
Roggenburg,roggenburg,1
Kreissozialamt Bamberg,bamberg,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusadt a.d. Weinsberg,weinsberg,1
"United Restitution Organization, Frankfurt/M., Grünburgweg",frankfurt,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß a. d. Würm,neusäß,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Neussalden und Weinsberg",weinsberg,1
Kreissozialamt Worms,worms,1
Regierung Ansbach (Meßst.),ansbach,1
KSHA Wesermarsch Kr. Nordenham,nordenham,1
Regierungsamt Ansbach (Weff.),ansbach,1
Stadt Chemnitz,chemnitz,1
Kreis Nordhausen,nordhausen,1
Kreissonderhilfsschule Winsen/Luhe,winsen,1
Regierungsbezirksamt für Wiedergutmachung und Vermögensverwaltung Nürnberg o.d. Weimar,"nürnberg, weimar",2
Wiedergutmachungsamt - Landkreis Höxter - Höxter/Weser,höxter,1
Rechtsanwaltskanzlei Landeck & Mühlen,landeck,1
Kreissozialhilfsausschuss Harburg,harburg,1
Kreissozialamt Winsen-L.,winsen,1
Kreissozialhilfsausschuss Wolfsburg,wolfsburg,1
Kreis Limburg,limburg,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögensangelegenheiten,nürnberg,1
Kreissonderhilfesausschuss Wittmund,wittmund,1
United Restitution Office Frankfurt/Main,frankfurt,1
R.A. Kerpen - Cremet,kerpen,1
Ausw. Amt Bonn,bonn,1
Kreisonderhlfasschuss Nordhorn,nordhorn,1
Bezirksamt Würzburg,würzburg,1
Kreissozialhilfsausschuss des Landkreises Grätz Schleswig,schleswig,1
Kreissozialhilfsausschuss Landkreis Grafschaft Lippe,grafschaft,1
Regierung Ansbach (R.VI/1),ansbach,1
Reparierungsamt Ankershagen (Meißen),"ankershagen, meißen",2
Regierung Amberg (MfV),amberg,1
Kreissozialamt Jever,jever,1
Kreissozialhilfsausschuss d.Landkreises Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Kreissonderhilfsausschuss Hameln,hameln,1
Kreisssonderhilfsausschuss Northeim,northeim,1
Amt für Wiedergutmachung des Landes Thüringen/Frankfurt am Main,frankfurt,1
Wiedergutmachungsamt - Landkreis Büren,büren,1
Wiedergutmachungssamt - Landkreis Büren,büren,1
"United Restitution Organization, Frankfurt/M., Gruneburgweg 119",frankfurt,1
KSHÄ Winsen/L.,winsen,1
Bayrisches Rosenheim Landesentschädigungsamt,rosenheim,1
KSHA Nordheim,nordheim,1
Kreissozialhilfsausschuss Augsburg,augsburg,1
Kreisonderhilfsausschuss Burgdorf,burgdorf,1
Reg. Präs. Möllendorf,möllendorf,1
Kreissonderhilfsschübe Watensstedt-Salzgitter,salzgitter,1
Regierungsbezirk Würzburg für Wiedergutmachung und verwaltete Vermögen,würzburg,1
Sprung,sprung,1
"URO, 6 Frankfurt/Main, Gruneburgweg 119",frankfurt,1
Kreissozialhilfssauschuss des Landkreises Burgdorf/Hann.,burgdorf,1
Anerkennung Amtsberg (Welt.),"amtsberg, welt",2
Kreissonderhilfsausschub Uelzen,uelzen,1
Kreissozialhilfsausschuss Westerstede,westerstede,1
Kreissozialhilfeauschuss Burgdorf,burgdorf,1
Regierung Ansbach (Wff),ansbach,1
Neu-Siedl ad.d. Weinsberg,weinsberg,1
"Regionalverwaltungsbehörde für Wiedergutmachung und verwaltliche Vermögensangelegenheiten, Nürnberg a. d. Weinstr.",nürnberg,1
Höxter/Weser,höxter,1
Kreissonderhilfsschübe Springe,springe,1
Amt. Präs. Würzburg,würzburg,1
Bayerische Landesentschädigungs- und Staats-schuldenverwaltungen,staats,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Mannheim,mannheim,1
Kreissozialamt Würzburg,würzburg,1
Regierung Ansbach (WeEF.),ansbach,1
Uni Marburg,marburg,1
AfW Mettmann,mettmann,1
Kreisondeserhifsausschuss Burgdorf,burgdorf,1
Kreisondeserhifsausschuss Wittmund,wittmund,1
Stadt Dortmund,dortmund,1
Ansbach (Württ.),ansbach,1
Kreissozialamt des Landkreises Blankenburg (Br.),blankenburg,1
Kreissozialhilfsausschuss Landkreis Oschersleben,oschersleben,1
Reisverwaltung - Amt für Wiedergutmachung - Höxter/Weser,höxter,1
Kreissozialhilfesausschuss Nienburg-Weser,nienburg,1
"United Restitution Office, Frankfurt/M. Grüneburgweg 119",frankfurt,1
Regierung Pommern (MPL),pommern,1
Landkreis Oberschleißheim,oberschleißheim,1
BZA Zellendorf,zellendorf,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neubrandenburg,neubrandenburg,1
Regierung Aensberg (Weil.),weil,1
Kreissozialhilfeauschuss Wilhelmshaven,wilhelmshaven,1
Bonn-Stadt,bonn,1
"United Restitution Office, Frankfurt/M. m Grünburgweg 119",frankfurt,1
Kreisondeserhlfasschuf Wittmund,wittmund,1
"Regierungsbezirksamt für Wiedergutmachung und Verfolgtenhilfe, Hausdorfer Straße, D. Weinsberg",weinsberg,1
Amtierungs Amtsberg (Wf.),amtsberg,1
"United Restitution Office, Frankfurt / Main, Grüneburgweg 119",frankfurt,1
"Chemnitz, Zschobauerstr. 68",chemnitz,1
Kreissozialhilfesausschub des Landkreises Burgdorf/Hann.,burgdorf,1
Regierung Pirmasens (Westf.),pirmasens,1
Kreissozialhilfsschule Nordheim,nordheim,1
Kreissozialhilfsausschuss Watsenstein-Salzgitter,salzgitter,1
"Neckarsulmer, Sophie Dukas geb. Lichtenberg",lichtenberg,1
Kreissonderhilfsausschuss Hamm über Fakten,hamm,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg, d. Weinstr.",nürnberg,1
KSHA Braunlage,braunlage,1
Amt für Wiedergutmachung für den Stadt- und Landkreis Recklinghausen,recklinghausen,1
Kreissozialamt Grafenau,grafenau,1
Amt für Wiedergutmachung in Höxter,höxter,1
KSHB Bremervörde,bremervörde,1
Landkreis Graffchaft Hoya,hoya,1
Amtsvormundschaft Erkelenz,erkelenz,1
RA URO Frankfurt/Main,frankfurt,1
Regierung Ansbach (MfP),ansbach,1
Kreisausschuss - Kreisjugendamt - Eschwege,eschwege,1
BHF Bonn,bonn,1
Regierung Ansbach (100 e.V.),ansbach,1
"Regierungsbezirk Würzburg, für Wiedergutmachung und verwaltete Vermögen",würzburg,1
Kreisverwaltung - Amt für Wiedergutmachung Höxter/Weser,höxter,1
Kreisaußerhelfsausschuss Burgdorf,burgdorf,1
Kreisondeserhifsausschuss Watenstedt-Salzgitter,salzgitter,1
Kreissonderhilfsschüfe Wittmund,wittmund,1
Regierungsbezirksamt Würzburg,würzburg,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögensbläuste d. Weinsberg,weinsberg,1
Rey. Prof. Wunnicke,rey,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögens Neusiedel a.d. Wernigerode,wernigerode,1
Kreissonderhilfsschule Cloppenburg,cloppenburg,1
Schutz Landesentschädigungsamt,schutz,1
"Sebaldus Verlag GmbH, Nürnberg, Luitpoldstr. 5",nürnberg,1
Kreissonderhilfsausschuss Salzgitter,salzgitter,1
Kraatz,kraatz,1
Kreisonderrhilfsausschuss Wilhelmshaven,wilhelmshaven,1
KSHa Winsen/Luhe,winsen,1
Kreissonderhilfsausschuss der Stadt Waidensiedel-Salzgitter,salzgitter,1
"Gill b. Rommerskirchen, Gilllerhöfe",rommerskirchen,1
Kreisonderrhilfsausschuss Cloppenburg,cloppenburg,1
Kreissonderhilfsschüfe Stadt Hameln,hameln,1
Kreissozialhilfsschübe Wilhelmshaven,wilhelmshaven,1
Landkreis Geraffthoft Hoya,hoya,1
An Bundeskartei in Halle/Saale,halle,1
Kreissozialhilfsausschub des Landkreises Burgdorf/Hann.,burgdorf,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen und Koblentz,koblentz,1
Stadtgemeinde Augsburg,augsburg,1
Kreissozialhilfeauschuss Landkreis Grafschaft Goya,grafschaft,1
Regierung Penzberg (Mf.),penzberg,1
Regierung Ansbach (m.Eff.),ansbach,1
KSH Nordhorn,nordhorn,1
Kreissozialhilfsausschuss Pirmasens,pirmasens,1
Kreissonderhilfsausschuss Winsen-Luhe,winsen,1
Kreissonderhilfsschübe Salzgitter,salzgitter,1
"BZA, Zeulenroda",zeulenroda,1
"Regierungsbezirk Würzburg, für Wiedergutmachung verwaltete Vermögen",würzburg,1
Kreisaußerhilfsausschuss Gifhorn,gifhorn,1
Amt für Wiedergutmachung Bochum,bochum,1
KSHA Wissen/Lüne,wissen,1
Augsburg (Mf.),augsburg,1
Augsburg/Ostfranken,augsburg,1
Kreissozialhilfsausschuss Hamm,hamm,1
Oberstadtdirektorat - Amt für Wiedergutmachung - Recklinghausen,recklinghausen,1
"Regierungsbezirksamti für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstr.",nürnberg,1
"Der Regierungspräsidet, Düren",düren,1
KSHa Hameln-Pyrmont,hameln,1
Kreissonderhilfsausschübe Winsen/Luhe,winsen,1
"Amt für Wiedergutmachung, Halle (Westf.)",halle,1
"United Restitution Office, Frankfurt/Main, Grüneburgerweg 119",frankfurt,1
vertret.d. Legal Aid Department 'Irso' Frankfurt/Main,frankfurt,1
Nienburg ~ Weser,nienburg,1
Kreisonderschutzbehörde Melle,melle,1
Regierung Prenzlau (Weltf.),prenzlau,1
Regierung Brüssel (Wied.),wied,1
Regierungsbezirk Rendsburg (Württ.),rendsburg,1
Kreisonderrhfsausschub Emden,emden,1
Kreissonderhilfsschüle Emden,emden,1
Kreissohnderhilfsausschuss d. Landkreises Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Kreisondeserhillsausschuss der Stadt Schweinfurt,schweinfurt,1
Kreissonderhilfsausschub Melle,melle,1
Kreissonderhilfsausschuss Syke,syke,1
Kreissonderhilfesauschuss Winsen/L.,winsen,1
Kreissozialamt Buxtehude,buxtehude,1
Regierung Ansbach (Meßl.),ansbach,1
Kreissozialhilfsschuldes Landkreises Burgdorf/Hann.,burgdorf,1
Ankunft Bunde,bunde,1
Amt für Wiedergutmachung Dortmund,dortmund,1
Landkreis Höxter -Amt für Wiedergutmachung- Höxter/Weser,höxter,1
Kreissozialamt Grafschaft Goya,grafschaft,1
Kreissonderhilfsausschuss der Stadt Waiblingen,waiblingen,1
"Landesamt für die Wiedergutmachung, Abg. a. Landratsamt Hechingen -Kreisverband-",hechingen,1
"United Restitution Office, Frankfurt am Main, Gruneburgweg 119",frankfurt,1
Kreissozialhilfsausschuss Nürnberg-Süd,nürnberg,1
Stadt Essen - Amt für Wiedergutmachung,essen,1
Amt für Wiedergutmachung Regierung Ansbach (Weff.),ansbach,1
Entschädigungsbehörde Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Nürnberg a.d. Weinstr.,nürnberg,1
KSHa Dannenberg(Elbe),"dannenberg, elbe",2
Kroio Lindau,lindau,1
Regierungsbezirksamt für Wiedergutmachung und versäumte Vermögensentschädigung Neusäß q.d. Weimar,"neusäß, weimar",2
Kreissonderhilfsausschuss Nordheim,nordheim,1
Kreis Sonthofen,sonthofen,1
Regierung Frankfurt (Deft.),frankfurt,1
Regierung Ansbach (WFF),ansbach,1
Kreissozialamt Göppingen,göppingen,1
Kreissonderhilfssausschuss der Stadt Wagenstedt Salzgitter,salzgitter,1
Kreisonderhilfsausschuss Hamm,hamm,1
STADT BONN,bonn,1
Regierung Fürstenberg (Meff.),fürstenberg,1
Kreissonderhilfsausschuss Brühl,brühl,1
Kreissozialamt Schleswig,schleswig,1
Wiedergutmachungamt der Stadt Wuppertal,wuppertal,1
Amt f. Wiedergutm.d.Stadt Essen,essen,1
KSHA Dippoldiswalde,dippoldiswalde,1
Regierungsbezirk für Wiedergutmachung und vollständige Vermögensentschädigung Neusäß d. W.,neusäß,1
Regierung Ansbach (WfJ),ansbach,1
Regierungsbezirk Altenkirchen Westerw.,altenkirchen,1
Kreissonderhlfasschuf Alfeld/Leine,alfeld,1
KSHA Menden,menden,1
